ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,LTV,MonthlyMortgagePaymentProcessed,DTI,FEDTI,Approved,credit_score_check,ltv_check,dti_43_check,dti_36_check,fedti_check
121,3086.0,230.0,405.0,262.0,458876.0,82597.68,376278.32,2019.94,714,0.8200000000000001,2402.3366666666666,1.0691304817455174,0.7784629509613307,N,0,1,1,0,1
122,5889.0,208.0,402.0,278.0,408502.0,69445.34,339056.66,2487.88,585,0.83,2828.2983333333336,0.6310576215543103,0.4802680138110602,N,1,1,1,0,1
123,6724.0,439.0,374.0,214.0,382436.0,19121.8,363314.2,2665.87,580,0.9500000000000001,2984.5666666666666,0.5966042038469165,0.4438677374578624,N,1,1,1,0,1
124,6455.0,381.0,471.0,380.0,349466.0,90861.16,258604.84,1234.62,781,0.74,1234.62,0.3821254841208365,0.19126568551510456,N,0,0,0,1,0
125,5866.0,225.0,396.0,357.0,387925.0,100860.5,287064.5,1909.85,638,0.74,1909.85,0.4923031026252983,0.3255796113194681,N,1,0,1,0,1
126,6116.0,311.0,372.0,235.0,384615.0,61538.4,323076.6,2149.44,619,0.84,2469.9525,0.5539490680183126,0.4038509646827992,N,1,1,1,0,1
127,7274.0,388.0,446.0,298.0,468506.0,51535.66,416970.34,3059.58,553,0.89,3450.0016666666666,0.6299149940427092,0.47429222802676196,N,1,1,1,0,1
128,8937.0,485.0,371.0,240.0,433729.0,117106.83,316622.17,1334.89,831,0.73,1334.89,0.2720029092536646,0.14936667785610386,Y,0,0,0,0,0
129,7654.0,237.0,473.0,373.0,278267.0,66784.08,211482.92,1135.29,727,0.76,1135.29,0.28982100862294224,0.14832636529918997,Y,0,0,0,0,0
130,4237.0,388.0,473.0,333.0,408597.0,98063.28,310533.72,1861.81,671,0.7599999999999999,1861.81,0.7212202029738022,0.4394170403587444,N,0,0,1,0,1
131,4478.0,441.0,488.0,362.0,412097.0,61814.55,350282.45,1476.8,832,0.85,1820.2141666666666,0.6947776164954593,0.40647926901890724,N,0,1,1,0,1
132,6391.0,290.0,380.0,355.0,352426.0,91630.76,260795.24,1099.52,807,0.74,1099.52,0.3324237208574558,0.17204193396964482,Y,0,0,0,0,0
133,9084.0,465.0,483.0,441.0,451587.0,108380.88,343206.12,1638.52,767,0.76,1638.52,0.33328049317481284,0.1803742844561867,Y,0,0,0,0,0
134,7085.0,361.0,391.0,278.0,321686.0,77204.64,244481.36,1030.74,844,0.76,1030.74,0.2908595624558927,0.1454820042342978,Y,0,0,0,0,0
135,2429.0,364.0,396.0,363.0,372747.0,37274.7,335472.3,1414.36,847,0.9,1724.9824999999998,1.1724917661589132,0.7101615891313297,N,0,1,1,0,1
136,4687.0,273.0,368.0,429.0,352606.0,74047.26,278558.74,2043.97,502,0.7899999999999999,2043.97,0.6643844676765522,0.4360934499679966,N,1,0,1,0,1
137,3011.0,402.0,444.0,223.0,251619.0,37742.85,213876.15,1021.08,797,0.85,1230.7625,0.7637869478578545,0.4087553968781136,N,0,1,1,0,1
138,8012.0,303.0,415.0,296.0,345445.0,20726.7,324718.3,2160.36,640,0.94,2448.2308333333335,0.4321306581793976,0.3055704984190381,N,0,1,1,0,1
139,3482.0,419.0,494.0,351.0,315903.0,69498.66,246404.34,1808.03,582,0.78,1808.03,0.882260195290063,0.519250430786904,N,1,0,1,0,1
140,2440.0,282.0,387.0,228.0,306749.0,70552.27,236196.73,1267.96,745,0.77,1267.96,0.8872786885245901,0.519655737704918,N,0,0,1,0,1
141,7428.0,333.0,450.0,325.0,483190.0,28991.4,454198.6,2723.15,696,0.94,3125.8083333333334,0.5699795817626997,0.42081426135343747,N,0,1,1,0,1
142,4338.0,356.0,381.0,267.0,366253.0,25637.71,340615.29,2499.31,589,0.9299999999999999,2804.5208333333335,0.8779439449823268,0.6465008836637468,N,1,1,1,0,1
143,4359.0,385.0,453.0,212.0,300132.0,69030.36,231101.64,974.33,835,0.77,974.33,0.4644023858683184,0.22352144987382427,N,0,0,1,0,0
144,6162.0,314.0,451.0,425.0,397060.0,39706.0,357354.0,2622.14,562,0.9,2953.023333333333,0.6723504273504273,0.4792313101806772,N,1,1,1,0,1
145,5040.0,475.0,392.0,323.0,491660.0,137664.8,353995.2,2355.14,641,0.72,2355.14,0.7034007936507937,0.4672896825396825,N,0,0,1,0,1
146,2349.0,367.0,436.0,275.0,380825.0,41890.75,338934.25,2486.98,527,0.89,2804.3341666666665,1.652760394494111,1.1938417056903647,N,1,1,1,0,1
147,8313.0,215.0,415.0,433.0,449788.0,44978.8,404809.2,1932.62,772,0.9,2307.443333333333,0.4054424796503468,0.2775704719515618,N,0,1,0,1,0
148,5989.0,359.0,391.0,445.0,307494.0,79948.44,227545.56,1086.34,756,0.74,1086.34,0.3809216897645684,0.18138921355819,N,0,0,0,1,0
149,9775.0,338.0,415.0,252.0,300999.0,66219.78,234779.22,1120.87,789,0.78,1120.87,0.21748030690537085,0.11466700767263426,Y,0,0,0,0,0
150,7521.0,367.0,450.0,400.0,315187.0,18911.22,296275.78,1590.47,730,0.9400000000000001,1853.1258333333333,0.40820713114390816,0.2463935425253734,N,0,1,0,1,0
151,4757.0,238.0,477.0,304.0,360654.0,28852.32,331801.68,2434.64,565,0.9199999999999999,2735.185,0.7891917174689931,0.5749810805129283,N,1,1,1,0,1
152,3272.0,473.0,423.0,238.0,372878.0,33559.02,339318.98,1619.96,794,0.9099999999999999,1930.6916666666666,0.9366417074164629,0.5900646903015485,N,0,1,1,0,1
153,5906.0,377.0,427.0,402.0,298505.0,80596.35,217908.65,918.71,830,0.73,918.71,0.35975448696241114,0.1555553674229597,Y,0,0,0,0,0
154,2251.0,351.0,487.0,256.0,466250.0,93250.0,373000.0,2481.58,625,0.8,2870.1216666666664,1.761049163334814,1.2750429438767954,N,1,1,1,0,1
155,3978.0,465.0,351.0,339.0,366200.0,87888.0,278312.0,2042.15,514,0.76,2042.15,0.8037078934137758,0.513360985419809,N,1,0,1,0,1
156,5968.0,323.0,467.0,267.0,394534.0,82852.14,311681.86,2287.01,502,0.7899999999999999,2287.01,0.5603233914209116,0.38321213136729226,N,1,0,1,0,1
157,5368.0,431.0,383.0,395.0,249720.0,22474.8,227245.2,1511.87,616,0.91,1719.9699999999998,0.5456352459016393,0.3204116989567809,N,1,1,1,0,1
158,2180.0,413.0,421.0,339.0,357366.0,75046.86,282319.14,1878.28,649,0.79,1878.28,1.399669724770642,0.8615963302752293,N,0,0,1,0,1
159,8346.0,477.0,407.0,311.0,473151.0,33120.57,440030.43,2100.77,790,0.9299999999999999,2495.0625,0.4421354541097532,0.29895309130122216,N,0,1,1,0,1
160,3715.0,438.0,420.0,268.0,274791.0,19235.37,255555.63,1875.18,540,0.93,2104.1725,0.8694946164199193,0.5663990578734859,N,1,1,1,0,1
161,8857.0,435.0,362.0,328.0,457372.0,59458.36,397913.64,2647.33,648,0.87,3028.4733333333334,0.46894810131346204,0.3419299236009183,N,0,1,1,0,1
162,6154.0,335.0,415.0,442.0,454299.0,122660.73,331638.27,2206.4,638,0.7300000000000001,2206.4,0.5522261943451414,0.35853103672408193,N,1,0,1,0,1
163,5635.0,350.0,426.0,437.0,426555.0,81045.45,345509.55,2535.23,572,0.8099999999999999,2890.6925,0.7282506654835847,0.512988908606921,N,1,1,1,0,1
164,7348.0,474.0,396.0,404.0,258126.0,25812.6,232313.4,1545.59,633,0.9,1760.695,0.4129960533478497,0.23961554164398474,N,1,1,0,1,0
